file	percent	reads	taxon_id	taxon_name
kaiju_nr_euk_greedy.out	0.000119	37	1913444	Candidatus Thiodiazotropha
kaiju_nr_euk_greedy.out	0.000119	37	1980513	Candidatus Nitrosoglobus
kaiju_nr_euk_greedy.out	0.000119	37	2017546	Paracandidimonas
kaiju_nr_euk_greedy.out	0.000119	37	2026842	Bifiguratus
kaiju_nr_euk_greedy.out	0.000119	37	2079189	Tetzosporium
kaiju_nr_euk_greedy.out	0.000119	37	2494213	Mesosutterella
kaiju_nr_euk_greedy.out	0.000116	36	34016	Rhodobium
kaiju_nr_euk_greedy.out	0.000116	36	40443	Gloeophyllum
kaiju_nr_euk_greedy.out	0.000116	36	40466	Sparassis
kaiju_nr_euk_greedy.out	0.000116	36	57479	Microvirgula
kaiju_nr_euk_greedy.out	0.000116	36	57488	Thiorhodococcus
kaiju_nr_euk_greedy.out	0.000116	36	146935	Azovibrio
kaiju_nr_euk_greedy.out	0.000116	36	150830	Roseibium
kaiju_nr_euk_greedy.out	0.000116	36	208447	Oceanithermus
kaiju_nr_euk_greedy.out	0.000116	36	244364	Methylohalobius
kaiju_nr_euk_greedy.out	0.000116	36	254245	Aquicella
kaiju_nr_euk_greedy.out	0.000116	36	292713	Silanimonas
kaiju_nr_euk_greedy.out	0.000116	36	695982	Halogranum
kaiju_nr_euk_greedy.out	0.000116	36	1154586	Gaiella
kaiju_nr_euk_greedy.out	0.000116	36	1223303	Humitalea
kaiju_nr_euk_greedy.out	0.000116	36	1502941	Pleionea
kaiju_nr_euk_greedy.out	0.000116	36	1755672	Testudinibacter
kaiju_nr_euk_greedy.out	0.000116	36	1763552	Baia
kaiju_nr_euk_greedy.out	0.000116	36	1843185	Halostella
kaiju_nr_euk_greedy.out	0.000116	36	1866954	Varunaivibrio
kaiju_nr_euk_greedy.out	0.000116	36	1911549	Raineyella
kaiju_nr_euk_greedy.out	0.000116	36	2042653	Nigerium
kaiju_nr_euk_greedy.out	0.000116	36	2066435	Arboricoccus
kaiju_nr_euk_greedy.out	0.000116	36	2100210	Caedimonas
kaiju_nr_euk_greedy.out	0.000113	35	1070	Rhodopila
kaiju_nr_euk_greedy.out	0.000113	35	2044	Pimelobacter
kaiju_nr_euk_greedy.out	0.000113	35	2179	Methanothermus
kaiju_nr_euk_greedy.out	0.000113	35	4958	Debaryomyces
kaiju_nr_euk_greedy.out	0.000113	35	5104	Ascosphaera
kaiju_nr_euk_greedy.out	0.000113	35	5179	Sclerotinia
kaiju_nr_euk_greedy.out	0.000113	35	5340	Agaricus
kaiju_nr_euk_greedy.out	0.000113	35	35719	Thielavia
kaiju_nr_euk_greedy.out	0.000113	35	35721	Parasitella
kaiju_nr_euk_greedy.out	0.000113	35	35750	Sporichthya
kaiju_nr_euk_greedy.out	0.000113	35	42367	Hirsutella
kaiju_nr_euk_greedy.out	0.000113	35	43987	Geotrichum
kaiju_nr_euk_greedy.out	0.000113	35	44639	Choiromyces
kaiju_nr_euk_greedy.out	0.000113	35	54258	Ignicoccus
kaiju_nr_euk_greedy.out	0.000113	35	54260	Ferroglobus
kaiju_nr_euk_greedy.out	0.000113	35	102231	Gloeocapsa
kaiju_nr_euk_greedy.out	0.000113	35	203522	Longispora
kaiju_nr_euk_greedy.out	0.000113	35	215249	Acaromyces
kaiju_nr_euk_greedy.out	0.000113	35	278028	Naumovozyma
kaiju_nr_euk_greedy.out	0.000113	35	356797	Neomegalonema
kaiju_nr_euk_greedy.out	0.000113	35	376170	Haloplanus
kaiju_nr_euk_greedy.out	0.000113	35	410829	Sugiyamaella
kaiju_nr_euk_greedy.out	0.000113	35	651553	Haloglycomyces
kaiju_nr_euk_greedy.out	0.000113	35	983507	Ponticoccus
kaiju_nr_euk_greedy.out	0.000113	35	1217823	Xylona
kaiju_nr_euk_greedy.out	0.000113	35	1400062	Tranquillimonas
kaiju_nr_euk_greedy.out	0.000113	35	1458928	Okeania
kaiju_nr_euk_greedy.out	0.000113	35	1608298	Thiolapillus
kaiju_nr_euk_greedy.out	0.000113	35	1649317	Frederiksenia
kaiju_nr_euk_greedy.out	0.000113	35	1649510	Variibacter
kaiju_nr_euk_greedy.out	0.000113	35	1692042	Sulfurifustis
kaiju_nr_euk_greedy.out	0.000113	35	1955842	Coniosporium
kaiju_nr_euk_greedy.out	0.000113	35	2174441	Marinicaulis
kaiju_nr_euk_greedy.out	0.000113	35	2183612	Klenkia
kaiju_nr_euk_greedy.out	0.000110	34	1237	Piscirickettsia
kaiju_nr_euk_greedy.out	0.000110	34	4863	Coemansia
kaiju_nr_euk_greedy.out	0.000110	34	5277	Leucosporidium
kaiju_nr_euk_greedy.out	0.000110	34	34372	Blumeria
kaiju_nr_euk_greedy.out	0.000110	34	45785	Nadsonia
kaiju_nr_euk_greedy.out	0.000110	34	73229	Emmonsia
kaiju_nr_euk_greedy.out	0.000110	34	92944	Ketogulonicigenium
kaiju_nr_euk_greedy.out	0.000110	34	104397	Epicoccum
kaiju_nr_euk_greedy.out	0.000110	34	155862	Methanothermococcus
kaiju_nr_euk_greedy.out	0.000110	34	160620	Lingulodinium
kaiju_nr_euk_greedy.out	0.000110	34	387342	Halopiger
kaiju_nr_euk_greedy.out	0.000110	34	445670	Thiohalophilus
kaiju_nr_euk_greedy.out	0.000110	34	482136	Fangia
kaiju_nr_euk_greedy.out	0.000110	34	483074	Baudoinia
kaiju_nr_euk_greedy.out	0.000110	34	501022	Glaciibacter
kaiju_nr_euk_greedy.out	0.000110	34	573657	Candidatus Hodgkinia
kaiju_nr_euk_greedy.out	0.000110	34	583360	Umezawaea
kaiju_nr_euk_greedy.out	0.000110	34	766728	Meyerozyma
kaiju_nr_euk_greedy.out	0.000110	34	1075397	Halolamina
kaiju_nr_euk_greedy.out	0.000110	34	1132856	Rasamsonia
kaiju_nr_euk_greedy.out	0.000110	34	1341118	Luminiphilus
kaiju_nr_euk_greedy.out	0.000110	34	1341120	Pseudohaliea
kaiju_nr_euk_greedy.out	0.000110	34	1491576	Magnaporthiopsis
kaiju_nr_euk_greedy.out	0.000110	34	1617886	Thiogranum
kaiju_nr_euk_greedy.out	0.000110	34	1745324	Helicocarpus
kaiju_nr_euk_greedy.out	0.000110	34	1804663	Haematospirillum
kaiju_nr_euk_greedy.out	0.000110	34	1914030	Maripseudobacter
kaiju_nr_euk_greedy.out	0.000110	34	2045060	Methyloterricola
kaiju_nr_euk_greedy.out	0.000110	34	2045416	Oceanihabitans
kaiju_nr_euk_greedy.out	0.000110	34	2115980	Candidatus Phycorickettsia
kaiju_nr_euk_greedy.out	0.000106	33	1998	Planomonospora
kaiju_nr_euk_greedy.out	0.000106	33	2368	Arhodomonas
kaiju_nr_euk_greedy.out	0.000106	33	5100	Amorphotheca
kaiju_nr_euk_greedy.out	0.000106	33	5629	Laetiporus
kaiju_nr_euk_greedy.out	0.000106	33	5748	Nannochloropsis
kaiju_nr_euk_greedy.out	0.000106	33	35724	Macrophomina
kaiju_nr_euk_greedy.out	0.000106	33	41980	Metallosphaera
kaiju_nr_euk_greedy.out	0.000106	33	75683	Balneatrix
kaiju_nr_euk_greedy.out	0.000106	33	83235	Postia
kaiju_nr_euk_greedy.out	0.000106	33	146785	Thermosynechococcus
kaiju_nr_euk_greedy.out	0.000106	33	146805	Phocoenobacter
kaiju_nr_euk_greedy.out	0.000106	33	153497	Kozakia
kaiju_nr_euk_greedy.out	0.000106	33	182402	Rubritepida
kaiju_nr_euk_greedy.out	0.000106	33	186191	Marinithermus
kaiju_nr_euk_greedy.out	0.000106	33	295595	Candidatus Hepatoplasma
kaiju_nr_euk_greedy.out	0.000106	33	449972	Chelativorans
kaiju_nr_euk_greedy.out	0.000106	33	745153	Umboniibacter
kaiju_nr_euk_greedy.out	0.000106	33	1231242	Ferrovibrio
kaiju_nr_euk_greedy.out	0.000106	33	1379869	Phialophora
kaiju_nr_euk_greedy.out	0.000106	33	1434050	Zhongshania
kaiju_nr_euk_greedy.out	0.000106	33	1572860	Hartmannibacter
kaiju_nr_euk_greedy.out	0.000106	33	1742986	Fluviicoccus
kaiju_nr_euk_greedy.out	0.000106	33	2018671	Imhoffiella
kaiju_nr_euk_greedy.out	0.000106	33	2042066	Paraphotobacterium
kaiju_nr_euk_greedy.out	0.000106	33	2047735	Mangrovitalea
kaiju_nr_euk_greedy.out	0.000106	33	2303321	Superficieibacter
kaiju_nr_euk_greedy.out	0.000106	33	2562805	Natronospirillum
kaiju_nr_euk_greedy.out	0.000103	32	1232	Nitrosovibrio
kaiju_nr_euk_greedy.out	0.000103	32	36046	Elaphomyces
kaiju_nr_euk_greedy.out	0.000103	32	36739	Dermabacter
kaiju_nr_euk_greedy.out	0.000103	32	41687	Scedosporium
kaiju_nr_euk_greedy.out	0.000103	32	172190	Coniella
kaiju_nr_euk_greedy.out	0.000103	32	237179	Sphaerulina
kaiju_nr_euk_greedy.out	0.000103	32	243023	Pochonia
kaiju_nr_euk_greedy.out	0.000103	32	315422	Palleronia
kaiju_nr_euk_greedy.out	0.000103	32	360145	Grosmannia
kaiju_nr_euk_greedy.out	0.000103	32	401618	Candidatus Riesia
kaiju_nr_euk_greedy.out	0.000103	32	561967	Lepidopterella
kaiju_nr_euk_greedy.out	0.000103	32	1167830	Litorimonas
kaiju_nr_euk_greedy.out	0.000103	32	1218803	Metallibacterium
kaiju_nr_euk_greedy.out	0.000103	32	1648517	Mesocricetibacter
kaiju_nr_euk_greedy.out	0.000103	32	1654787	Thiopseudomonas
kaiju_nr_euk_greedy.out	0.000103	32	1810868	Mycoavidus
kaiju_nr_euk_greedy.out	0.000103	32	2034504	Sulfurivermis
kaiju_nr_euk_greedy.out	0.000100	31	2273	Desulfurococcus
kaiju_nr_euk_greedy.out	0.000100	31	4778	Bremia
kaiju_nr_euk_greedy.out	0.000100	31	62100	Candidatus Endobugula
kaiju_nr_euk_greedy.out	0.000100	31	65097	Euhalothece
kaiju_nr_euk_greedy.out	0.000100	31	112497	Ramularia
kaiju_nr_euk_greedy.out	0.000100	31	152053	Starkeya
kaiju_nr_euk_greedy.out	0.000100	31	158483	Cedecea
kaiju_nr_euk_greedy.out	0.000100	31	204286	Cobetia
kaiju_nr_euk_greedy.out	0.000100	31	397456	Gulbenkiania
kaiju_nr_euk_greedy.out	0.000100	31	427753	Humibacter
kaiju_nr_euk_greedy.out	0.000100	31	475087	Methanosphaerula
kaiju_nr_euk_greedy.out	0.000100	31	599653	Tropicibacter
kaiju_nr_euk_greedy.out	0.000100	31	987053	Rhodoligotrophos
kaiju_nr_euk_greedy.out	0.000100	31	1121251	Cucumibacter
kaiju_nr_euk_greedy.out	0.000100	31	1213188	Zancudomyces
kaiju_nr_euk_greedy.out	0.000100	31	1335631	Frischella
kaiju_nr_euk_greedy.out	0.000100	31	1395974	Tardiphaga
kaiju_nr_euk_greedy.out	0.000100	31	1400055	Murinocardiopsis
kaiju_nr_euk_greedy.out	0.000100	31	1434013	Labedaea
kaiju_nr_euk_greedy.out	0.000100	31	1734920	Pseudorhodoplanes
kaiju_nr_euk_greedy.out	0.000100	31	1812772	Pseudomassariella
kaiju_nr_euk_greedy.out	0.000100	31	1914244	Krasilnikoviella
kaiju_nr_euk_greedy.out	0.000100	31	1940143	Dankookia
kaiju_nr_euk_greedy.out	0.000100	31	2056689	Fastidiosibacter
kaiju_nr_euk_greedy.out	0.000100	31	2173855	Marinateneraspora
kaiju_nr_euk_greedy.out	0.000100	31	2282761	Zhengella
kaiju_nr_euk_greedy.out	0.000097	30	33073	Zymobacter
kaiju_nr_euk_greedy.out	0.000097	30	70110	Penicilliopsis
kaiju_nr_euk_greedy.out	0.000097	30	84756	Beutenbergia
kaiju_nr_euk_greedy.out	0.000097	30	85273	Rhodothalassium
kaiju_nr_euk_greedy.out	0.000097	30	89523	Rubrimonas
kaiju_nr_euk_greedy.out	0.000097	30	109471	Bisgaardia
kaiju_nr_euk_greedy.out	0.000097	30	475080	Torrubiella
kaiju_nr_euk_greedy.out	0.000097	30	683756	Kinneretia
kaiju_nr_euk_greedy.out	0.000097	30	759360	Oleibacter
kaiju_nr_euk_greedy.out	0.000097	30	1123967	Porticoccus
kaiju_nr_euk_greedy.out	0.000097	30	1330545	Lelliottia
kaiju_nr_euk_greedy.out	0.000097	30	1434000	Eilatimonas
kaiju_nr_euk_greedy.out	0.000097	30	1434015	Limimonas
kaiju_nr_euk_greedy.out	0.000097	30	1434044	Sinobacterium
kaiju_nr_euk_greedy.out	0.000097	30	1470577	Paenirhodobacter
kaiju_nr_euk_greedy.out	0.000097	30	1485594	Methyloligella
kaiju_nr_euk_greedy.out	0.000097	30	1649488	Rivicola
kaiju_nr_euk_greedy.out	0.000097	30	1655637	Lokiarchaeum
kaiju_nr_euk_greedy.out	0.000097	30	1738655	Woeseia
kaiju_nr_euk_greedy.out	0.000097	30	1934947	Immundisolibacter
kaiju_nr_euk_greedy.out	0.000097	30	2045304	Ghiorsea
kaiju_nr_euk_greedy.out	0.000097	30	2071601	Thermostaphylospora
kaiju_nr_euk_greedy.out	0.000093	29	2016	Streptoalloteichus
kaiju_nr_euk_greedy.out	0.000093	29	5121	Erysiphe
kaiju_nr_euk_greedy.out	0.000093	29	5305	Phanerochaete
kaiju_nr_euk_greedy.out	0.000093	29	6033	Encephalitozoon
kaiju_nr_euk_greedy.out	0.000093	29	13724	Thiocystis
kaiju_nr_euk_greedy.out	0.000093	29	51228	Wigglesworthia
kaiju_nr_euk_greedy.out	0.000093	29	58842	Sagittula
kaiju_nr_euk_greedy.out	0.000093	29	70742	Peronospora
kaiju_nr_euk_greedy.out	0.000093	29	95729	Stemphylium
kaiju_nr_euk_greedy.out	0.000093	29	186648	Pezoloma
kaiju_nr_euk_greedy.out	0.000093	29	204619	Candidatus Nardonella
kaiju_nr_euk_greedy.out	0.000093	29	264147	Millisia
kaiju_nr_euk_greedy.out	0.000093	29	406099	Aquisalimonas
kaiju_nr_euk_greedy.out	0.000093	29	1145345	Bauldia
kaiju_nr_euk_greedy.out	0.000093	29	1148163	Paralcaligenes
kaiju_nr_euk_greedy.out	0.000093	29	1176354	Hamiltosporidium
kaiju_nr_euk_greedy.out	0.000093	29	1229970	Glaciimonas
kaiju_nr_euk_greedy.out	0.000093	29	1274363	Polycyclovorans
kaiju_nr_euk_greedy.out	0.000093	29	1433402	Glycocaulis
kaiju_nr_euk_greedy.out	0.000093	29	1494215	Verruconis
kaiju_nr_euk_greedy.out	0.000093	29	1541445	Candidatus Phaeomarinobacter
kaiju_nr_euk_greedy.out	0.000093	29	1549750	Lomentospora
kaiju_nr_euk_greedy.out	0.000093	29	1659840	Sanghuangporus
kaiju_nr_euk_greedy.out	0.000093	29	1742991	Pseudoglutamicibacter
kaiju_nr_euk_greedy.out	0.000093	29	1802983	Candidatus Fokinia
kaiju_nr_euk_greedy.out	0.000093	29	1813600	Candidatus Tenderia
kaiju_nr_euk_greedy.out	0.000093	29	1940136	Tibeticola
kaiju_nr_euk_greedy.out	0.000093	29	1955421	Rappaport
kaiju_nr_euk_greedy.out	0.000093	29	2478349	Indioceanicola
kaiju_nr_euk_greedy.out	0.000093	29	2511164	Microchloropsis
kaiju_nr_euk_greedy.out	0.000090	28	5587	Rhinocladiella
kaiju_nr_euk_greedy.out	0.000090	28	42360	Daldinia
kaiju_nr_euk_greedy.out	0.000090	28	45787	Wickerhamiella
kaiju_nr_euk_greedy.out	0.000090	28	54066	Xylophilus
kaiju_nr_euk_greedy.out	0.000090	28	68774	Crucibulum
kaiju_nr_euk_greedy.out	0.000090	28	78914	Thamnocephalis
kaiju_nr_euk_greedy.out	0.000090	28	134813	Natronorubrum
kaiju_nr_euk_greedy.out	0.000090	28	158045	Phaeomoniella
kaiju_nr_euk_greedy.out	0.000090	28	158851	Trabulsiella
kaiju_nr_euk_greedy.out	0.000090	28	192992	Thermoleophilum
kaiju_nr_euk_greedy.out	0.000090	28	205889	Albidovulum
kaiju_nr_euk_greedy.out	0.000090	28	218112	Phellinidium
kaiju_nr_euk_greedy.out	0.000090	28	332246	Halalkalicoccus
kaiju_nr_euk_greedy.out	0.000090	28	366614	Haematobacter
kaiju_nr_euk_greedy.out	0.000090	28	397268	Thiohalomonas
kaiju_nr_euk_greedy.out	0.000090	28	752201	Sphaerospermopsis
kaiju_nr_euk_greedy.out	0.000090	28	999506	Pseudofulvimonas
kaiju_nr_euk_greedy.out	0.000090	28	1052683	Obba
kaiju_nr_euk_greedy.out	0.000090	28	1076727	Candidatus Photodesmus
kaiju_nr_euk_greedy.out	0.000090	28	1400059	Pontibaca
kaiju_nr_euk_greedy.out	0.000090	28	1418588	Tersicoccus
kaiju_nr_euk_greedy.out	0.000090	28	1520333	Vespertiliibacter
kaiju_nr_euk_greedy.out	0.000090	28	1631197	Allosalinactinospora
kaiju_nr_euk_greedy.out	0.000090	28	1857014	Tamilnaduibacter
kaiju_nr_euk_greedy.out	0.000090	28	1882917	Pajaroellobacter
kaiju_nr_euk_greedy.out	0.000090	28	2211636	Cognatiyoonia
kaiju_nr_euk_greedy.out	0.000090	28	2491977	Candidatus Marinoinvertebrata
kaiju_nr_euk_greedy.out	0.000087	27	349	Zoogloea
kaiju_nr_euk_greedy.out	0.000087	27	1123	Chlorogloeopsis
kaiju_nr_euk_greedy.out	0.000087	27	4998	Kockovaella
kaiju_nr_euk_greedy.out	0.000087	27	5001	Sporidiobolus
kaiju_nr_euk_greedy.out	0.000087	27	49222	Sphaceloma
kaiju_nr_euk_greedy.out	0.000087	27	56635	Aeropyrum
kaiju_nr_euk_greedy.out	0.000087	27	155196	Fulvimonas
kaiju_nr_euk_greedy.out	0.000087	27	167346	Fomitiporia
kaiju_nr_euk_greedy.out	0.000087	27	189384	Candidatus Tremblaya
kaiju_nr_euk_greedy.out	0.000087	27	268175	Chondrocystis
kaiju_nr_euk_greedy.out	0.000087	27	391952	Aquincola
kaiju_nr_euk_greedy.out	0.000087	27	393661	Congregibacter
kaiju_nr_euk_greedy.out	0.000087	27	511189	Moelleriella
kaiju_nr_euk_greedy.out	0.000087	27	586132	Nematocida
kaiju_nr_euk_greedy.out	0.000087	27	743714	Orbus
kaiju_nr_euk_greedy.out	0.000087	27	744724	Halarchaeum
kaiju_nr_euk_greedy.out	0.000087	27	747074	Tepidamorphus
kaiju_nr_euk_greedy.out	0.000087	27	763439	Caenimonas
kaiju_nr_euk_greedy.out	0.000087	27	766502	Millerozyma
kaiju_nr_euk_greedy.out	0.000087	27	908251	Branchiibius
kaiju_nr_euk_greedy.out	0.000087	27	1078904	Candidatus Nitrosotalea
kaiju_nr_euk_greedy.out	0.000087	27	1148783	Geminisphaera
kaiju_nr_euk_greedy.out	0.000087	27	1434009	Homoserinimonas
kaiju_nr_euk_greedy.out	0.000087	27	1511695	Yuhushiella
kaiju_nr_euk_greedy.out	0.000087	27	1541818	Sedimentitalea
kaiju_nr_euk_greedy.out	0.000087	27	1648497	Boseongicola
kaiju_nr_euk_greedy.out	0.000087	27	1649454	Glaciihabitans
kaiju_nr_euk_greedy.out	0.000087	27	1777753	Candidatus Finniella
kaiju_nr_euk_greedy.out	0.000087	27	1867836	Stygiella
kaiju_nr_euk_greedy.out	0.000087	27	1915381	Nannizzia
kaiju_nr_euk_greedy.out	0.000087	27	2490452	Serpentinomonas
kaiju_nr_euk_greedy.out	0.000084	26	499	Thermomicrobium
kaiju_nr_euk_greedy.out	0.000084	26	5159	Ophiostoma
kaiju_nr_euk_greedy.out	0.000084	26	5453	Ascochyta
kaiju_nr_euk_greedy.out	0.000084	26	5569	Cenococcum
kaiju_nr_euk_greedy.out	0.000084	26	36034	Saccharomycodes
kaiju_nr_euk_greedy.out	0.000084	26	47256	Duddingtonia
kaiju_nr_euk_greedy.out	0.000084	26	56054	Bogoriella
kaiju_nr_euk_greedy.out	0.000084	26	63958	Demetria
kaiju_nr_euk_greedy.out	0.000084	26	78910	Syncephalis
kaiju_nr_euk_greedy.out	0.000084	26	221427	Polytolypa
kaiju_nr_euk_greedy.out	0.000084	26	232523	Hylemonella
kaiju_nr_euk_greedy.out	0.000084	26	289244	Xylanimicrobium
kaiju_nr_euk_greedy.out	0.000084	26	411566	Candidatus Midichloria
kaiju_nr_euk_greedy.out	0.000084	26	412764	Spathaspora
kaiju_nr_euk_greedy.out	0.000084	26	444052	Tanticharoenia
kaiju_nr_euk_greedy.out	0.000084	26	1007082	Nitrosarchaeum
kaiju_nr_euk_greedy.out	0.000084	26	1274351	Kroppenstedtia
kaiju_nr_euk_greedy.out	0.000084	26	1284657	Planktomarina
kaiju_nr_euk_greedy.out	0.000084	26	1367968	Sinosporangium
kaiju_nr_euk_greedy.out	0.000084	26	1453359	Candidatus Atelocyanobacterium
kaiju_nr_euk_greedy.out	0.000084	26	1915412	Candidatus Methanosuratus
kaiju_nr_euk_greedy.out	0.000084	26	1918536	Longicatena
kaiju_nr_euk_greedy.out	0.000084	26	2047740	Rhodosalinus
kaiju_nr_euk_greedy.out	0.000081	25	2019	Thermomonospora
kaiju_nr_euk_greedy.out	0.000081	25	27331	Protomyces
kaiju_nr_euk_greedy.out	0.000081	25	27977	Nosema
kaiju_nr_euk_greedy.out	0.000081	25	28048	Acidothermus
kaiju_nr_euk_greedy.out	0.000081	25	34000	Acidomonas
kaiju_nr_euk_greedy.out	0.000081	25	78916	Piptocephalis
kaiju_nr_euk_greedy.out	0.000081	25	114185	Candidatus Carsonella
kaiju_nr_euk_greedy.out	0.000081	25	200414	Caldisphaera
kaiju_nr_euk_greedy.out	0.000081	25	240236	Woodsholea
kaiju_nr_euk_greedy.out	0.000081	25	293431	Haloquadratum
kaiju_nr_euk_greedy.out	0.000081	25	665568	Paraoerskovia
kaiju_nr_euk_greedy.out	0.000081	25	688241	Chlorogloea
kaiju_nr_euk_greedy.out	0.000081	25	718013	Thermasporomyces
kaiju_nr_euk_greedy.out	0.000081	25	754249	Luteimicrobium
kaiju_nr_euk_greedy.out	0.000081	25	766748	Babjeviella
kaiju_nr_euk_greedy.out	0.000081	25	1017183	Camelimonas
kaiju_nr_euk_greedy.out	0.000081	25	1124625	Stakelama
kaiju_nr_euk_greedy.out	0.000081	25	1209988	Halopenitus
kaiju_nr_euk_greedy.out	0.000081	25	1221209	Methylomarinum
kaiju_nr_euk_greedy.out	0.000081	25	1278221	Auraticoccus
kaiju_nr_euk_greedy.out	0.000081	25	1400058	Hwanghaeicola
kaiju_nr_euk_greedy.out	0.000081	25	1565532	Rouxiella
kaiju_nr_euk_greedy.out	0.000081	25	1649295	Franconibacter
kaiju_nr_euk_greedy.out	0.000081	25	1653176	Cereibacter
kaiju_nr_euk_greedy.out	0.000081	25	1742992	Paenarthrobacter
kaiju_nr_euk_greedy.out	0.000081	25	1820341	Crenalkalicoccus
kaiju_nr_euk_greedy.out	0.000081	25	1868332	Neomicrococcus
kaiju_nr_euk_greedy.out	0.000081	25	1920251	Antricoccus
kaiju_nr_euk_greedy.out	0.000081	25	2004661	Hyphobacterium
kaiju_nr_euk_greedy.out	0.000081	25	2250589	Xinfangfangia
kaiju_nr_euk_greedy.out	0.000081	25	2545692	Candidatus Methanoliparum
kaiju_nr_euk_greedy.out	0.000077	24	1047	Chromatium
kaiju_nr_euk_greedy.out	0.000077	24	1862	Dermatophilus
kaiju_nr_euk_greedy.out	0.000077	24	54692	Chlorociboria
kaiju_nr_euk_greedy.out	0.000077	24	196078	Pseudospirillum
kaiju_nr_euk_greedy.out	0.000077	24	204474	Dichotomicrobium
kaiju_nr_euk_greedy.out	0.000077	24	215251	Meira
kaiju_nr_euk_greedy.out	0.000077	24	362865	Sandarakinorhabdus
kaiju_nr_euk_greedy.out	0.000077	24	576341	Halovibrio
kaiju_nr_euk_greedy.out	0.000077	24	765413	Pelagicola
kaiju_nr_euk_greedy.out	0.000077	24	1100891	Paenalcaligenes
kaiju_nr_euk_greedy.out	0.000077	24	1143004	Methyloferula
kaiju_nr_euk_greedy.out	0.000077	24	1159909	Bombiscardovia
kaiju_nr_euk_greedy.out	0.000077	24	1410680	Methyloglobulus
kaiju_nr_euk_greedy.out	0.000077	24	1477505	Eoetvoesia
kaiju_nr_euk_greedy.out	0.000077	24	1544982	Mizugakiibacter
kaiju_nr_euk_greedy.out	0.000077	24	1649511	Vibrionimonas
kaiju_nr_euk_greedy.out	0.000077	24	1775716	Methylobrevis
kaiju_nr_euk_greedy.out	0.000077	24	1813601	Pseudoroseicyclus
kaiju_nr_euk_greedy.out	0.000077	24	1826864	Candidatus Nitrosocosmicus
kaiju_nr_euk_greedy.out	0.000077	24	1882482	Testicularia
kaiju_nr_euk_greedy.out	0.000077	24	2056696	Cysteiniphilum
kaiju_nr_euk_greedy.out	0.000077	24	2321113	Pseudoarcobacter
kaiju_nr_euk_greedy.out	0.000077	24	2571159	Mycetohabitans
kaiju_nr_euk_greedy.out	0.000074	23	5157	Ceratocystis
kaiju_nr_euk_greedy.out	0.000074	23	35796	Nitrococcus
kaiju_nr_euk_greedy.out	0.000074	23	40459	Hericium
kaiju_nr_euk_greedy.out	0.000074	23	65412	Phaeoacremonium
kaiju_nr_euk_greedy.out	0.000074	23	83867	Palaeococcus
kaiju_nr_euk_greedy.out	0.000074	23	91493	Exserohilum
kaiju_nr_euk_greedy.out	0.000074	23	157591	Sterolibacterium
kaiju_nr_euk_greedy.out	0.000074	23	203135	Halomicrobium
kaiju_nr_euk_greedy.out	0.000074	23	316625	Saccharophagus
kaiju_nr_euk_greedy.out	0.000074	23	367771	Marinovum
kaiju_nr_euk_greedy.out	0.000074	23	396388	Aestuariimicrobium
kaiju_nr_euk_greedy.out	0.000074	23	433838	Pseudoxanthobacter
kaiju_nr_euk_greedy.out	0.000074	23	507510	Hyphopichia
kaiju_nr_euk_greedy.out	0.000074	23	647960	Marinactinospora
kaiju_nr_euk_greedy.out	0.000074	23	985001	Piscicoccus
kaiju_nr_euk_greedy.out	0.000074	23	1160973	Auritidibacter
kaiju_nr_euk_greedy.out	0.000074	23	1217101	Haloactinopolyspora
kaiju_nr_euk_greedy.out	0.000074	23	1223423	Neokomagataea
kaiju_nr_euk_greedy.out	0.000074	23	1297562	Phaseolibacter
kaiju_nr_euk_greedy.out	0.000074	23	1424614	Thermoactinospora
kaiju_nr_euk_greedy.out	0.000074	23	1446465	Candidatus Acetothermum
kaiju_nr_euk_greedy.out	0.000074	23	1537406	Bacterioplanes
kaiju_nr_euk_greedy.out	0.000074	23	1617805	Amylibacter
kaiju_nr_euk_greedy.out	0.000074	23	1915405	Pseudohoeflea
kaiju_nr_euk_greedy.out	0.000074	23	2022712	Candidatus Methanohalarchaeum
kaiju_nr_euk_greedy.out	0.000074	23	2055850	Aquicoccus
kaiju_nr_euk_greedy.out	0.000071	22	2195	Methanogenium
kaiju_nr_euk_greedy.out	0.000071	22	29825	Neolecta
kaiju_nr_euk_greedy.out	0.000071	22	50056	Marinosulfonomonas
kaiju_nr_euk_greedy.out	0.000071	22	62703	Oidium
kaiju_nr_euk_greedy.out	0.000071	22	64322	Carnimonas
kaiju_nr_euk_greedy.out	0.000071	22	64498	Choanephora
kaiju_nr_euk_greedy.out	0.000071	22	263066	Malikia
kaiju_nr_euk_greedy.out	0.000071	22	370735	Zhihengliuella
kaiju_nr_euk_greedy.out	0.000071	22	610116	Aliihoeflea
kaiju_nr_euk_greedy.out	0.000071	22	653686	Wenxinia
kaiju_nr_euk_greedy.out	0.000071	22	1008195	Halopelagius
kaiju_nr_euk_greedy.out	0.000071	22	1042323	Pacificibacter
kaiju_nr_euk_greedy.out	0.000071	22	1209946	Roseicitreum
kaiju_nr_euk_greedy.out	0.000071	22	1294511	Naumannella
kaiju_nr_euk_greedy.out	0.000071	22	1445609	Hephaestia
kaiju_nr_euk_greedy.out	0.000071	22	1546255	Mumia
